LAT,LON,YEAR,MO,DY,RH2M,day
22.78331,89.53331,2018,7,6,86.96,552
22.78331,89.53331,2018,7,7,88.36,553
22.78331,89.53331,2018,7,8,89.12,554
22.78331,89.53331,2018,7,9,88.13,555
22.78331,89.53331,2018,7,10,89.87,556
22.78331,89.53331,2018,7,11,89.1,557
22.78331,89.53331,2018,7,12,89.36,558
22.78331,89.53331,2018,7,13,90.7,559
22.78331,89.53331,2018,7,14,90.39,560
22.78331,89.53331,2018,7,15,89.81,561
22.78331,89.53331,2018,7,16,88.63,562
22.78331,89.53331,2018,7,17,88.25,563
22.78331,89.53331,2018,7,18,86.84,564
22.78331,89.53331,2018,7,19,84.07,565
22.78331,89.53331,2018,7,20,87.23,566
22.78331,89.53331,2018,7,21,91.08,567
22.78331,89.53331,2018,7,22,90.94,568
22.78331,89.53331,2018,7,23,90.22,569
22.78331,89.53331,2018,7,24,91.24,570
22.78331,89.53331,2018,7,25,94.47,571
22.78331,89.53331,2018,7,26,95.33,572
22.78331,89.53331,2018,7,27,93.1,573
22.78331,89.53331,2018,7,28,91.87,574
22.78331,89.53331,2018,7,29,91.99,575
22.78331,89.53331,2018,7,30,90.71,576
22.78331,89.53331,2018,7,31,90.21,577
22.78331,89.53331,2018,8,1,92.42,578
22.78331,89.53331,2018,8,2,90.12,579
22.78331,89.53331,2018,8,3,90.64,580
22.78331,89.53331,2018,8,4,87.46,581
22.78331,89.53331,2018,8,5,89.56,582
22.78331,89.53331,2018,8,6,92.91,583
22.78331,89.53331,2018,8,7,90.47,584
22.78331,89.53331,2018,8,8,89.05,585
22.78331,89.53331,2018,8,9,87.77,586
22.78331,89.53331,2018,8,10,85.73,587
22.78331,89.53331,2018,8,11,89.3,588
22.78331,89.53331,2018,8,12,86.83,589
22.78331,89.53331,2018,8,13,89.45,590
22.78331,89.53331,2018,8,14,90.76,591
22.78331,89.53331,2018,8,15,89.26,592
22.78331,89.53331,2018,8,16,88.23,593
22.78331,89.53331,2018,8,17,88.02,594
22.78331,89.53331,2018,8,18,87.73,595
22.78331,89.53331,2018,8,19,92.76,596
22.78331,89.53331,2018,8,20,90.81,597
22.78331,89.53331,2018,8,21,90.02,598
22.78331,89.53331,2018,8,22,87.67,599
22.78331,89.53331,2018,8,23,91.91,600
22.78331,89.53331,2018,8,24,92.8,601
22.78331,89.53331,2018,8,25,90.59,602
22.78331,89.53331,2018,8,26,88.45,603
22.78331,89.53331,2018,8,27,90.5,604
22.78331,89.53331,2018,8,28,91.23,605
22.78331,89.53331,2018,8,29,88.39,606
22.78331,89.53331,2018,8,30,90.29,607
22.78331,89.53331,2018,8,31,89,608
22.78331,89.53331,2018,9,1,91.52,609
22.78331,89.53331,2018,9,2,93.3,610
22.78331,89.53331,2018,9,3,90.47,611
22.78331,89.53331,2018,9,4,85.63,612
22.78331,89.53331,2018,9,5,89.12,613
22.78331,89.53331,2018,9,6,90.99,614
22.78331,89.53331,2018,9,7,89.58,615
22.78331,89.53331,2018,9,8,87.42,616
22.78331,89.53331,2018,9,9,89.15,617
22.78331,89.53331,2018,9,10,87.87,618
22.78331,89.53331,2018,9,11,88.62,619
22.78331,89.53331,2018,9,12,91.77,620
22.78331,89.53331,2018,9,13,89.57,621
22.78331,89.53331,2018,9,14,88.24,622
22.78331,89.53331,2018,9,15,83.38,623
22.78331,89.53331,2018,9,16,86.04,624
22.78331,89.53331,2018,9,17,83.59,625
22.78331,89.53331,2018,9,18,85.19,626
22.78331,89.53331,2018,9,19,87.34,627
22.78331,89.53331,2018,9,20,92.87,628
22.78331,89.53331,2018,9,21,94.2,629
22.78331,89.53331,2018,9,22,84.91,630
22.78331,89.53331,2018,9,23,85.6,631
22.78331,89.53331,2018,9,24,86.81,632
22.78331,89.53331,2018,9,25,89.41,633
22.78331,89.53331,2018,9,26,85.75,634
22.78331,89.53331,2018,9,27,90.39,635
22.78331,89.53331,2018,9,28,84.78,636
22.78331,89.53331,2018,9,29,82.33,637
22.78331,89.53331,2018,9,30,81.89,638
22.78331,89.53331,2018,10,1,77.6,639
22.78331,89.53331,2018,10,2,79.15,640
22.78331,89.53331,2018,10,3,79.82,641
22.78331,89.53331,2018,10,4,75.81,642
22.78331,89.53331,2018,10,5,75.85,643
22.78331,89.53331,2018,10,6,75.09,644
22.78331,89.53331,2018,10,7,70.26,645
22.78331,89.53331,2018,10,8,71.28,646
22.78331,89.53331,2018,10,9,79.57,647
22.78331,89.53331,2018,10,10,92.34,648
22.78331,89.53331,2018,10,11,94.04,649
22.78331,89.53331,2018,10,12,87.8,650
22.78331,89.53331,2018,10,13,92.56,651
22.78331,89.53331,2018,10,14,85.25,652
22.78331,89.53331,2018,10,15,75.05,653
22.78331,89.53331,2018,10,16,74.34,654
22.78331,89.53331,2018,10,17,71.34,655
22.78331,89.53331,2018,10,18,74.91,656
22.78331,89.53331,2018,10,19,74.22,657
22.78331,89.53331,2018,10,20,69.12,658
22.78331,89.53331,2018,10,21,70.48,659
22.78331,89.53331,2018,10,22,74.28,660
22.78331,89.53331,2018,10,23,76.12,661
22.78331,89.53331,2018,10,24,75.53,662
22.78331,89.53331,2018,10,25,70.93,663
22.78331,89.53331,2018,10,26,66.69,664
22.78331,89.53331,2018,10,27,66.54,665
22.78331,89.53331,2018,10,28,78.89,666
22.78331,89.53331,2018,10,29,88.03,667
22.78331,89.53331,2018,10,30,92.59,668
22.78331,89.53331,2018,10,31,85.29,669
22.78331,89.53331,2018,11,1,79.51,670
22.78331,89.53331,2018,11,2,79.63,671
22.78331,89.53331,2018,11,3,79.25,672
22.78331,89.53331,2018,11,4,79.15,673
22.78331,89.53331,2018,11,5,83.24,674
22.78331,89.53331,2018,11,6,80.4,675
22.78331,89.53331,2018,11,7,79.8,676
22.78331,89.53331,2018,11,8,75.73,677
22.78331,89.53331,2018,11,9,67.07,678
22.78331,89.53331,2018,11,10,63.98,679
22.78331,89.53331,2018,11,11,68.96,680
22.78331,89.53331,2018,11,12,69.31,681
22.78331,89.53331,2018,11,13,66.81,682
22.78331,89.53331,2018,11,14,64.05,683
22.78331,89.53331,2018,11,15,68.25,684
22.78331,89.53331,2018,11,16,68.23,685
22.78331,89.53331,2018,11,17,70.17,686
22.78331,89.53331,2018,11,18,71.65,687
22.78331,89.53331,2018,11,19,67.87,688
22.78331,89.53331,2018,11,20,62.84,689
22.78331,89.53331,2018,11,21,66.78,690
22.78331,89.53331,2018,11,22,68.32,691
22.78331,89.53331,2018,11,23,70.86,692
22.78331,89.53331,2018,11,24,69.3,693
22.78331,89.53331,2018,11,25,69.65,694
22.78331,89.53331,2018,11,26,68.76,695
22.78331,89.53331,2018,11,27,73.62,696
22.78331,89.53331,2018,11,28,71.86,697
22.78331,89.53331,2018,11,29,65.36,698
22.78331,89.53331,2018,11,30,64.5,699
22.78331,89.53331,2018,12,1,61.8,700
22.78331,89.53331,2018,12,2,61.29,701
22.78331,89.53331,2018,12,3,64.76,702
22.78331,89.53331,2018,12,4,64.84,703
22.78331,89.53331,2018,12,5,66.05,704
22.78331,89.53331,2018,12,6,65.58,705
22.78331,89.53331,2018,12,7,63.12,706
22.78331,89.53331,2018,12,8,61.43,707
22.78331,89.53331,2018,12,9,62.98,708
22.78331,89.53331,2018,12,10,59.25,709
22.78331,89.53331,2018,12,11,62.01,710
22.78331,89.53331,2018,12,12,63.12,711
22.78331,89.53331,2018,12,13,61.19,712
22.78331,89.53331,2018,12,14,62.5,713
22.78331,89.53331,2018,12,15,56.94,714
22.78331,89.53331,2018,12,16,69.44,715
22.78331,89.53331,2018,12,17,82.85,716
22.78331,89.53331,2018,12,18,86.53,717
22.78331,89.53331,2018,12,19,73.85,718
22.78331,89.53331,2018,12,20,70,719
22.78331,89.53331,2018,12,21,66.68,720
22.78331,89.53331,2018,12,22,68.05,721
22.78331,89.53331,2018,12,23,68.41,722
22.78331,89.53331,2018,12,24,67.16,723
22.78331,89.53331,2018,12,25,55.51,724
22.78331,89.53331,2018,12,26,55.88,725
22.78331,89.53331,2018,12,27,53.09,726
22.78331,89.53331,2018,12,28,52.32,727
22.78331,89.53331,2018,12,29,53.88,728
22.78331,89.53331,2018,12,30,60.69,729
22.78331,89.53331,2018,12,31,63.71,730
22.78331,89.53331,2019,1,1,61.82,731
22.78331,89.53331,2019,1,2,60.06,732
22.78331,89.53331,2019,1,3,55.69,733
22.78331,89.53331,2019,1,4,55.89,734
22.78331,89.53331,2019,1,5,57.18,735
22.78331,89.53331,2019,1,6,53.01,736
22.78331,89.53331,2019,1,7,48.35,737
22.78331,89.53331,2019,1,8,54.96,738
22.78331,89.53331,2019,1,9,56.23,739
22.78331,89.53331,2019,1,10,55.99,740
22.78331,89.53331,2019,1,11,47.79,741
22.78331,89.53331,2019,1,12,52.31,742
22.78331,89.53331,2019,1,13,55.95,743
22.78331,89.53331,2019,1,14,53.86,744
22.78331,89.53331,2019,1,15,50.63,745
22.78331,89.53331,2019,1,16,45.23,746
22.78331,89.53331,2019,1,17,43.81,747
22.78331,89.53331,2019,1,18,44.17,748
22.78331,89.53331,2019,1,19,43.16,749
22.78331,89.53331,2019,1,20,46.62,750
22.78331,89.53331,2019,1,21,47.04,751
22.78331,89.53331,2019,1,22,46.11,752
22.78331,89.53331,2019,1,23,46.45,753
22.78331,89.53331,2019,1,24,48.18,754
22.78331,89.53331,2019,1,25,49.38,755
22.78331,89.53331,2019,1,26,47.78,756
22.78331,89.53331,2019,1,27,56.05,757
22.78331,89.53331,2019,1,28,53.19,758
22.78331,89.53331,2019,1,29,47.66,759
22.78331,89.53331,2019,1,30,35.62,760
22.78331,89.53331,2019,1,31,39.35,761
22.78331,89.53331,2019,2,1,38.14,762
22.78331,89.53331,2019,2,2,41.13,763
22.78331,89.53331,2019,2,3,37.47,764
22.78331,89.53331,2019,2,4,36.94,765
22.78331,89.53331,2019,2,5,33.9,766
22.78331,89.53331,2019,2,6,33.49,767
22.78331,89.53331,2019,2,7,41.98,768
22.78331,89.53331,2019,2,8,50.21,769
22.78331,89.53331,2019,2,9,53.44,770
22.78331,89.53331,2019,2,10,42.16,771
22.78331,89.53331,2019,2,11,34.08,772
22.78331,89.53331,2019,2,12,36.34,773
22.78331,89.53331,2019,2,13,36.73,774
22.78331,89.53331,2019,2,14,32.13,775
22.78331,89.53331,2019,2,15,34.51,776
22.78331,89.53331,2019,2,16,43.24,777
22.78331,89.53331,2019,2,17,54.27,778
22.78331,89.53331,2019,2,18,42.38,779
22.78331,89.53331,2019,2,19,52.67,780
22.78331,89.53331,2019,2,20,53.98,781
22.78331,89.53331,2019,2,21,45.7,782
22.78331,89.53331,2019,2,22,46.57,783
22.78331,89.53331,2019,2,23,55.43,784
22.78331,89.53331,2019,2,24,49.16,785
22.78331,89.53331,2019,2,25,71.14,786
22.78331,89.53331,2019,2,26,75.39,787
22.78331,89.53331,2019,2,27,77.42,788
22.78331,89.53331,2019,2,28,78.68,789
22.78331,89.53331,2019,3,1,63.36,790
22.78331,89.53331,2019,3,2,46.92,791
22.78331,89.53331,2019,3,3,48.92,792
22.78331,89.53331,2019,3,4,71.39,793
22.78331,89.53331,2019,3,5,83.64,794
22.78331,89.53331,2019,3,6,69.52,795
22.78331,89.53331,2019,3,7,65.03,796
22.78331,89.53331,2019,3,8,54.5,797
22.78331,89.53331,2019,3,9,59.47,798
22.78331,89.53331,2019,3,10,74,799
22.78331,89.53331,2019,3,11,74.37,800
22.78331,89.53331,2019,3,12,68.23,801
22.78331,89.53331,2019,3,13,63.53,802
22.78331,89.53331,2019,3,14,64.02,803
22.78331,89.53331,2019,3,15,65.56,804
22.78331,89.53331,2019,3,16,60.96,805
22.78331,89.53331,2019,3,17,59.89,806
22.78331,89.53331,2019,3,18,63.65,807
22.78331,89.53331,2019,3,19,64.3,808
22.78331,89.53331,2019,3,20,70.27,809
22.78331,89.53331,2019,3,21,68.21,810
22.78331,89.53331,2019,3,22,68.96,811
22.78331,89.53331,2019,3,23,63.54,812
22.78331,89.53331,2019,3,24,52.37,813
22.78331,89.53331,2019,3,25,51.28,814
22.78331,89.53331,2019,3,26,52.78,815
22.78331,89.53331,2019,3,27,52.35,816
22.78331,89.53331,2019,3,28,58.11,817
22.78331,89.53331,2019,3,29,62.09,818
22.78331,89.53331,2019,3,30,67.46,819
22.78331,89.53331,2019,3,31,68.37,820
22.78331,89.53331,2019,4,1,74.45,821
22.78331,89.53331,2019,4,2,66.45,822
22.78331,89.53331,2019,4,3,66.2,823
22.78331,89.53331,2019,4,4,69.08,824
22.78331,89.53331,2019,4,5,66.84,825
22.78331,89.53331,2019,4,6,68.81,826
22.78331,89.53331,2019,4,7,67.97,827
22.78331,89.53331,2019,4,8,67.52,828
22.78331,89.53331,2019,4,9,69.58,829
22.78331,89.53331,2019,4,10,75.78,830
22.78331,89.53331,2019,4,11,71.27,831
22.78331,89.53331,2019,4,12,67.84,832
22.78331,89.53331,2019,4,13,62.23,833
22.78331,89.53331,2019,4,14,61.21,834
22.78331,89.53331,2019,4,15,64.14,835
22.78331,89.53331,2019,4,16,64.52,836
22.78331,89.53331,2019,4,17,61.75,837
22.78331,89.53331,2019,4,18,47.76,838
22.78331,89.53331,2019,4,19,53.96,839
22.78331,89.53331,2019,4,20,48.22,840
22.78331,89.53331,2019,4,21,52.29,841
22.78331,89.53331,2019,4,22,55.72,842
22.78331,89.53331,2019,4,23,54.63,843
22.78331,89.53331,2019,4,24,52.37,844
22.78331,89.53331,2019,4,25,50.9,845
22.78331,89.53331,2019,4,26,53.94,846
22.78331,89.53331,2019,4,27,59,847
22.78331,89.53331,2019,4,28,58.62,848
22.78331,89.53331,2019,4,29,58.59,849
22.78331,89.53331,2019,4,30,60.04,850
22.78331,89.53331,2019,5,1,62.73,851
22.78331,89.53331,2019,5,2,62.2,852
22.78331,89.53331,2019,5,3,74.9,853
22.78331,89.53331,2019,5,4,80.8,854
22.78331,89.53331,2019,5,5,71.44,855
22.78331,89.53331,2019,5,6,66.71,856
22.78331,89.53331,2019,5,7,65.44,857
22.78331,89.53331,2019,5,8,67.09,858
22.78331,89.53331,2019,5,9,68.6,859
22.78331,89.53331,2019,5,10,68.4,860
22.78331,89.53331,2019,5,11,72.09,861
22.78331,89.53331,2019,5,12,71.84,862
22.78331,89.53331,2019,5,13,69.34,863
22.78331,89.53331,2019,5,14,72.65,864
22.78331,89.53331,2019,5,15,66.02,865
22.78331,89.53331,2019,5,16,64.98,866
22.78331,89.53331,2019,5,17,66.35,867
22.78331,89.53331,2019,5,18,72.89,868
22.78331,89.53331,2019,5,19,72.85,869
22.78331,89.53331,2019,5,20,69.73,870
22.78331,89.53331,2019,5,21,70.71,871
22.78331,89.53331,2019,5,22,70.27,872
22.78331,89.53331,2019,5,23,81.52,873
22.78331,89.53331,2019,5,24,86.11,874
22.78331,89.53331,2019,5,25,85.5,875
22.78331,89.53331,2019,5,26,84.52,876
22.78331,89.53331,2019,5,27,82.23,877
22.78331,89.53331,2019,5,28,78.88,878
22.78331,89.53331,2019,5,29,76.83,879
22.78331,89.53331,2019,5,30,78.66,880
22.78331,89.53331,2019,5,31,78.15,881
22.78331,89.53331,2019,6,1,82.55,882
22.78331,89.53331,2019,6,2,81.46,883
22.78331,89.53331,2019,6,3,82.59,884
22.78331,89.53331,2019,6,4,83.57,885
22.78331,89.53331,2019,6,5,91.77,886
22.78331,89.53331,2019,6,6,92.44,887
22.78331,89.53331,2019,6,7,89.37,888
22.78331,89.53331,2019,6,8,87.89,889
22.78331,89.53331,2019,6,9,86.35,890
22.78331,89.53331,2019,6,10,84.99,891
22.78331,89.53331,2019,6,11,85.68,892
22.78331,89.53331,2019,6,12,83.62,893
22.78331,89.53331,2019,6,13,82.49,894
22.78331,89.53331,2019,6,14,88.22,895
22.78331,89.53331,2019,6,15,91.07,896
22.78331,89.53331,2019,6,16,88.33,897
22.78331,89.53331,2019,6,17,90.29,898
22.78331,89.53331,2019,6,18,85.81,899
22.78331,89.53331,2019,6,19,87.25,900
22.78331,89.53331,2019,6,20,86.67,901
22.78331,89.53331,2019,6,21,86.31,902
22.78331,89.53331,2019,6,22,87.06,903
22.78331,89.53331,2019,6,23,82.42,904
22.78331,89.53331,2019,6,24,82.94,905
22.78331,89.53331,2019,6,25,84.3,906
22.78331,89.53331,2019,6,26,85.86,907
22.78331,89.53331,2019,6,27,84.01,908
22.78331,89.53331,2019,6,28,89.58,909
22.78331,89.53331,2019,6,29,90.74,910
22.78331,89.53331,2019,6,30,88,911
22.78331,89.53331,2019,7,1,87.23,912
22.78331,89.53331,2019,7,2,88.09,913
22.78331,89.53331,2019,7,3,83.94,914
22.78331,89.53331,2019,7,4,85.8,915
22.78331,89.53331,2019,7,5,90.19,916
22.78331,89.53331,2019,7,6,89.94,917
22.78331,89.53331,2019,7,7,87.82,918
22.78331,89.53331,2019,7,8,90.11,919
22.78331,89.53331,2019,7,9,92.47,920
22.78331,89.53331,2019,7,10,92.99,921
22.78331,89.53331,2019,7,11,94.67,922
22.78331,89.53331,2019,7,12,93.88,923
22.78331,89.53331,2019,7,13,93.89,924
22.78331,89.53331,2019,7,14,92.88,925
22.78331,89.53331,2019,7,15,92.1,926
22.78331,89.53331,2019,7,16,91.83,927
22.78331,89.53331,2019,7,17,86.36,928
22.78331,89.53331,2019,7,18,88.21,929
22.78331,89.53331,2019,7,19,90.12,930
22.78331,89.53331,2019,7,20,86.51,931
22.78331,89.53331,2019,7,21,87.27,932
22.78331,89.53331,2019,7,22,88.82,933
22.78331,89.53331,2019,7,23,89.04,934
22.78331,89.53331,2019,7,24,90.25,935
22.78331,89.53331,2019,7,25,90,936
22.78331,89.53331,2019,7,26,90.17,937
22.78331,89.53331,2019,7,27,89.91,938
22.78331,89.53331,2019,7,28,89.8,939
22.78331,89.53331,2019,7,29,91.58,940
22.78331,89.53331,2019,7,30,91.82,941
22.78331,89.53331,2019,7,31,90.04,942
22.78331,89.53331,2019,8,1,89.05,943
22.78331,89.53331,2019,8,2,91.14,944
22.78331,89.53331,2019,8,3,88.58,945
22.78331,89.53331,2019,8,4,87,946
22.78331,89.53331,2019,8,5,87.98,947
22.78331,89.53331,2019,8,6,92.31,948
22.78331,89.53331,2019,8,7,91.97,949
22.78331,89.53331,2019,8,8,91.51,950
22.78331,89.53331,2019,8,9,89.23,951
22.78331,89.53331,2019,8,10,84.85,952
22.78331,89.53331,2019,8,11,85.06,953
22.78331,89.53331,2019,8,12,92.52,954
22.78331,89.53331,2019,8,13,92.38,955
22.78331,89.53331,2019,8,14,94.79,956
22.78331,89.53331,2019,8,15,92.91,957
22.78331,89.53331,2019,8,16,93.25,958
22.78331,89.53331,2019,8,17,92.76,959
22.78331,89.53331,2019,8,18,92.7,960
22.78331,89.53331,2019,8,19,88.18,961
22.78331,89.53331,2019,8,20,87.13,962
22.78331,89.53331,2019,8,21,86.17,963
22.78331,89.53331,2019,8,22,83.13,964
22.78331,89.53331,2019,8,23,89.32,965
22.78331,89.53331,2019,8,24,94.52,966
22.78331,89.53331,2019,8,25,91.37,967
22.78331,89.53331,2019,8,26,93.76,968
22.78331,89.53331,2019,8,27,88.5,969
22.78331,89.53331,2019,8,28,90.78,970
22.78331,89.53331,2019,8,29,88.51,971
22.78331,89.53331,2019,8,30,83.63,972
22.78331,89.53331,2019,8,31,84.93,973
22.78331,89.53331,2019,9,1,87.12,974
22.78331,89.53331,2019,9,2,88.21,975
22.78331,89.53331,2019,9,3,91.78,976
22.78331,89.53331,2019,9,4,92.92,977
22.78331,89.53331,2019,9,5,92.56,978
22.78331,89.53331,2019,9,6,89.66,979
22.78331,89.53331,2019,9,7,91.48,980
22.78331,89.53331,2019,9,8,90.61,981
22.78331,89.53331,2019,9,9,90.42,982
22.78331,89.53331,2019,9,10,92.76,983
22.78331,89.53331,2019,9,11,92.96,984
22.78331,89.53331,2019,9,12,92.78,985
22.78331,89.53331,2019,9,13,93.45,986
22.78331,89.53331,2019,9,14,91.69,987
22.78331,89.53331,2019,9,15,89.3,988
22.78331,89.53331,2019,9,16,90.98,989
22.78331,89.53331,2019,9,17,86.3,990
22.78331,89.53331,2019,9,18,84.34,991
22.78331,89.53331,2019,9,19,80.47,992
22.78331,89.53331,2019,9,20,84.92,993
22.78331,89.53331,2019,9,21,85.31,994
22.78331,89.53331,2019,9,22,83.93,995
22.78331,89.53331,2019,9,23,92.37,996
22.78331,89.53331,2019,9,24,94.76,997
22.78331,89.53331,2019,9,25,92.94,998
22.78331,89.53331,2019,9,26,85.51,999
22.78331,89.53331,2019,9,27,87.42,1000
22.78331,89.53331,2019,9,28,87.92,1001
22.78331,89.53331,2019,9,29,89.45,1002
22.78331,89.53331,2019,9,30,90.59,1003
22.78331,89.53331,2019,10,1,91.44,1004
22.78331,89.53331,2019,10,2,85.41,1005
22.78331,89.53331,2019,10,3,88.65,1006
22.78331,89.53331,2019,10,4,87.15,1007
22.78331,89.53331,2019,10,5,87.71,1008
22.78331,89.53331,2019,10,6,87.51,1009
22.78331,89.53331,2019,10,7,88.58,1010
22.78331,89.53331,2019,10,8,87.61,1011
22.78331,89.53331,2019,10,9,92.53,1012
22.78331,89.53331,2019,10,10,89.1,1013
22.78331,89.53331,2019,10,11,85.27,1014
22.78331,89.53331,2019,10,12,80.96,1015
22.78331,89.53331,2019,10,13,82.8,1016
22.78331,89.53331,2019,10,14,82.69,1017
22.78331,89.53331,2019,10,15,78.67,1018
22.78331,89.53331,2019,10,16,80.24,1019
22.78331,89.53331,2019,10,17,81.95,1020
22.78331,89.53331,2019,10,18,82.66,1021
22.78331,89.53331,2019,10,19,83.82,1022
22.78331,89.53331,2019,10,20,85.35,1023
22.78331,89.53331,2019,10,21,83.65,1024
22.78331,89.53331,2019,10,22,85.3,1025
22.78331,89.53331,2019,10,23,87.57,1026
22.78331,89.53331,2019,10,24,91.02,1027
22.78331,89.53331,2019,10,25,92.47,1028
22.78331,89.53331,2019,10,26,94.27,1029
22.78331,89.53331,2019,10,27,90.12,1030
22.78331,89.53331,2019,10,28,88.46,1031
22.78331,89.53331,2019,10,29,86.56,1032
22.78331,89.53331,2019,10,30,85.38,1033
22.78331,89.53331,2019,10,31,81.94,1034
22.78331,89.53331,2019,11,1,83.51,1035
22.78331,89.53331,2019,11,2,85.58,1036
22.78331,89.53331,2019,11,3,86.03,1037
22.78331,89.53331,2019,11,4,84.66,1038
22.78331,89.53331,2019,11,5,80.79,1039
22.78331,89.53331,2019,11,6,83.68,1040
22.78331,89.53331,2019,11,7,74.12,1041
22.78331,89.53331,2019,11,8,91.85,1042
22.78331,89.53331,2019,11,9,95.42,1043
22.78331,89.53331,2019,11,10,94.58,1044
22.78331,89.53331,2019,11,11,89.92,1045
22.78331,89.53331,2019,11,12,84.43,1046
22.78331,89.53331,2019,11,13,84.66,1047
22.78331,89.53331,2019,11,14,83.31,1048
22.78331,89.53331,2019,11,15,86.03,1049
22.78331,89.53331,2019,11,16,83.65,1050
22.78331,89.53331,2019,11,17,81.69,1051
22.78331,89.53331,2019,11,18,80.53,1052
22.78331,89.53331,2019,11,19,79.96,1053
22.78331,89.53331,2019,11,20,81.35,1054
22.78331,89.53331,2019,11,21,77.12,1055
22.78331,89.53331,2019,11,22,83.39,1056
22.78331,89.53331,2019,11,23,83.5,1057
22.78331,89.53331,2019,11,24,79.39,1058
22.78331,89.53331,2019,11,25,81.49,1059
22.78331,89.53331,2019,11,26,80.71,1060
22.78331,89.53331,2019,11,27,81.82,1061
22.78331,89.53331,2019,11,28,79.9,1062
22.78331,89.53331,2019,11,29,85.2,1063
22.78331,89.53331,2019,11,30,84.12,1064
22.78331,89.53331,2019,12,1,84.24,1065
22.78331,89.53331,2019,12,2,82.67,1066
22.78331,89.53331,2019,12,3,80.04,1067
22.78331,89.53331,2019,12,4,83.65,1068
22.78331,89.53331,2019,12,5,72.06,1069
22.78331,89.53331,2019,12,6,69.98,1070
22.78331,89.53331,2019,12,7,75.19,1071
22.78331,89.53331,2019,12,8,72.52,1072
22.78331,89.53331,2019,12,9,80.25,1073
22.78331,89.53331,2019,12,10,78.89,1074
22.78331,89.53331,2019,12,11,73.99,1075
22.78331,89.53331,2019,12,12,77.69,1076
22.78331,89.53331,2019,12,13,78.3,1077
22.78331,89.53331,2019,12,14,77.41,1078
22.78331,89.53331,2019,12,15,84.18,1079
22.78331,89.53331,2019,12,16,85.37,1080
22.78331,89.53331,2019,12,17,85.57,1081
22.78331,89.53331,2019,12,18,83.77,1082
22.78331,89.53331,2019,12,19,85.2,1083
22.78331,89.53331,2019,12,20,81,1084
22.78331,89.53331,2019,12,21,82.14,1085
22.78331,89.53331,2019,12,22,84.28,1086
22.78331,89.53331,2019,12,23,84.73,1087
22.78331,89.53331,2019,12,24,80.05,1088
22.78331,89.53331,2019,12,25,81.68,1089
22.78331,89.53331,2019,12,26,84.65,1090
22.78331,89.53331,2019,12,27,90.39,1091
22.78331,89.53331,2019,12,28,83.09,1092
22.78331,89.53331,2019,12,29,82.19,1093
22.78331,89.53331,2019,12,30,84.45,1094
22.78331,89.53331,2019,12,31,79.12,1095